# Sundial demo flight log
# Synthetic L1850 two-stage-recovery profile, 50 Hz control loop
# Generated by examples/make_demo_log.py
# Time (s),state,altitude (m),velocity (m/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s),pressure (Pa),temperature (C),battery (V),gps_lat (deg),gps_lon (deg),gps_sats,rssi (dBm),mach,pyro_drogue,pyro_main
42.560,DROGUE,1440.929,-23.989,-0.207,0.037,8.738,-44.10,13.25,-3.55,85420.5,12.02,8.2181,32.9403533,-106.9219207,11,-76.1,0.0000,0,0
42.580,DROGUE,1440.446,-23.818,0.206,0.040,8.451,-45.76,11.97,13.54,85424.8,12.03,8.2245,32.9403536,-106.9219194,11,-79.0,0.0000,0,0
42.600,DROGUE,1440.119,-24.239,0.136,-0.184,9.037,-48.00,7.56,26.69,85421.3,12.11,8.2205,32.9403550,-106.9219209,11,-77.9,0.0000,0,0
42.620,DROGUE,1439.466,-24.076,-0.221,0.116,8.408,-54.56,2.26,36.55,85431.0,12.00,8.2170,32.9403532,-106.9219212,11,-77.2,0.0000,0,0
42.640,DROGUE,1439.151,-23.847,0.115,0.088,8.960,-55.63,-1.73,49.12,85427.1,12.14,8.2207,32.9403530,-106.9219194,11,-76.7,0.0000,0,0
42.660,DROGUE,1438.621,-24.046,0.213,0.076,8.754,-59.47,-6.81,65.32,85432.8,12.25,8.2149,32.9403546,-106.9219202,11,-77.3,0.0000,0,0
42.680,DROGUE,1438.091,-23.988,-0.041,-0.152,8.866,-63.94,-8.30,79.83,85438.8,12.14,8.2197,32.9403536,-106.9219200,11,-79.0,0.0000,0,0
42.700,DROGUE,1437.597,-23.834,0.113,0.123,8.468,-64.01,-12.24,88.04,85450.3,12.01,8.2245,32.9403533,-106.9219212,11,-78.3,0.0000,0,0
42.720,DROGUE,1437.169,-23.823,0.079,0.008,8.658,-67.73,-15.30,101.64,85443.9,12.08,8.2245,32.9403536,-106.9219192,11,-76.6,0.0000,0,0
42.740,DROGUE,1436.756,-23.784,0.003,-0.010,8.625,-70.45,-21.95,111.96,85452.4,12.06,8.2261,32.9403545,-106.9219209,11,-76.3,0.0000,0,0
42.760,DROGUE,1436.269,-24.104,-0.219,0.029,8.748,-73.29,-23.06,127.88,85469.0,12.31,8.2146,32.9403545,-106.9219195,11,-78.7,0.0000,0,0
42.780,DROGUE,1435.623,-24.042,0.086,0.234,8.599,-74.88,-27.84,135.07,85454.7,12.03,8.2169,32.9403541,-106.9219197,11,-76.7,0.0000,0,0
42.800,DROGUE,1435.083,-24.196,-0.119,0.003,9.118,-76.54,-29.81,148.86,85459.3,12.05,8.2147,32.9403535,-106.9219203,11,-77.1,0.0000,0,0
42.820,DROGUE,1434.801,-24.062,0.221,-0.053,8.673,-78.84,-33.86,156.30,85469.8,12.20,8.2249,32.9403529,-106.9219207,11,-78.5,0.0000,0,0
42.840,DROGUE,1434.298,-24.250,-0.025,0.191,9.104,-82.16,-39.25,165.33,85480.5,12.19,8.2249,32.9403534,-106.9219192,11,-77.3,0.0000,0,0
42.860,DROGUE,1433.764,-23.865,0.006,-0.230,8.873,-85.15,-41.04,173.93,85491.6,12.12,8.2259,32.9403535,-106.9219190,11,-78.5,0.0000,0,0
42.880,DROGUE,1433.159,-23.883,-0.157,0.210,8.671,-83.48,-42.14,182.34,85485.7,12.07,8.2200,32.9403541,-106.9219205,11,-76.2,0.0000,0,0
42.900,DROGUE,1432.859,-24.051,0.023,-0.077,8.673,-84.22,-47.69,187.13,85502.1,12.15,8.2249,32.9403537,-106.9219208,11,-77.7,0.0000,0,0
42.920,DROGUE,1432.259,-24.042,0.072,-0.156,8.897,-87.90,-50.55,196.05,85492.6,12.25,8.2183,32.9403529,-106.9219196,11,-78.2,0.0000,0,0
42.940,DROGUE,1431.733,-24.152,-0.149,-0.056,8.869,-85.86,-54.46,202.59,85504.0,12.28,8.2235,32.9403534,-106.9219198,11,-77.8,0.0000,0,0
42.960,DROGUE,1431.463,-24.160,0.012,-0.050,8.838,-88.75,-55.78,209.05,85518.4,12.33,8.2225,32.9403524,-106.9219191,11,-77.4,0.0000,0,0
42.980,DROGUE,1430.782,-24.126,-0.130,-0.070,8.620,-90.22,-57.86,211.27,85503.5,12.27,8.2162,32.9403532,-106.9219203,11,-78.9,0.0000,0,0
43.000,DROGUE,1430.514,-23.794,0.218,0.204,8.793,-90.28,-60.40,217.70,85521.4,12.25,8.2140,32.9403528,-106.9219200,11,-78.5,0.0000,0,0
43.020,DROGUE,1429.890,-23.838,-0.182,-0.244,9.050,-89.38,-65.07,220.04,85518.4,12.33,8.2160,32.9403522,-106.9219204,11,-78.3,0.0000,0,0
43.040,DROGUE,1429.342,-23.849,0.044,0.107,8.490,-89.12,-66.35,221.29,85520.1,12.07,8.2207,32.9403526,-106.9219198,11,-78.5,0.0000,0,0
43.060,DROGUE,1428.871,-24.193,0.156,-0.162,8.586,-91.83,-71.48,221.43,85528.8,12.26,8.2234,32.9403538,-106.9219190,11,-78.0,0.0000,0,0
43.080,DROGUE,1428.439,-24.163,0.198,-0.194,9.061,-90.90,-73.47,220.84,85546.1,12.32,8.2148,32.9403530,-106.9219195,11,-77.8,0.0000,0,0
43.100,DROGUE,1428.073,-23.896,0.242,0.094,8.667,-90.88,-72.19,220.93,85544.8,12.20,8.2138,32.9403535,-106.9219187,11,-79.1,0.0000,0,0
43.120,DROGUE,1427.634,-23.839,0.243,-0.228,8.991,-87.94,-78.17,216.96,85547.8,12.36,8.2190,32.9403529,-106.9219198,11,-76.2,0.0000,0,0
43.140,DROGUE,1426.969,-23.763,-0.158,0.041,8.615,-85.73,-76.75,215.08,85542.7,12.12,8.2199,32.9403525,-106.9219205,11,-78.0,0.0000,0,0
43.160,DROGUE,1426.471,-24.125,0.041,0.047,9.188,-83.84,-77.83,212.97,85548.3,12.12,8.2225,32.9403529,-106.9219192,11,-76.9,0.0000,0,0
43.180,DROGUE,1426.107,-24.149,-0.116,0.103,9.099,-82.17,-83.17,206.97,85559.7,12.10,8.2241,32.9403533,-106.9219203,11,-78.8,0.0000,0,0
43.200,DROGUE,1425.605,-24.016,-0.198,0.230,9.104,-82.80,-84.32,200.99,85571.5,12.31,8.2245,32.9403531,-106.9219186,11,-76.8,0.0000,0,0
43.220,DROGUE,1425.204,-24.164,-0.015,-0.049,8.715,-83.41,-84.76,197.98,85566.2,12.21,8.2136,32.9403535,-106.9219194,11,-76.0,0.0000,0,0
43.240,DROGUE,1424.628,-23.887,-0.210,0.034,8.653,-79.08,-85.13,190.77,85586.7,12.10,8.2192,32.9403532,-106.9219197,11,-77.2,0.0000,0,0
43.260,DROGUE,1424.170,-23.919,-0.179,0.235,8.533,-75.49,-87.20,180.80,85589.5,12.29,8.2160,32.9403529,-106.9219186,11,-76.9,0.0000,0,0
43.280,DROGUE,1423.763,-23.816,-0.013,-0.039,8.771,-77.25,-87.49,177.34,85591.5,12.13,8.2163,32.9403530,-106.9219199,11,-78.7,0.0000,0,0
43.300,DROGUE,1423.204,-23.850,-0.037,0.212,9.014,-74.56,-87.23,167.43,85588.5,12.31,8.2151,32.9403522,-106.9219195,11,-78.8,0.0000,0,0
43.320,DROGUE,1422.703,-23.955,0.057,-0.097,8.517,-70.99,-88.29,158.13,85597.3,12.30,8.2181,32.9403532,-106.9219188,11,-77.6,0.0000,0,0
43.340,DROGUE,1422.126,-23.773,0.195,-0.107,8.994,-68.50,-91.40,150.11,85610.3,12.24,8.2197,32.9403514,-106.9219188,11,-78.6,0.0000,0,0
43.360,DROGUE,1421.741,-23.929,-0.206,0.246,8.807,-66.06,-87.63,134.13,85602.4,12.29,8.2149,32.9403513,-106.9219195,11,-77.4,0.0000,0,0
43.380,DROGUE,1421.398,-23.859,0.185,-0.115,8.420,-61.62,-92.41,125.26,85617.5,12.13,8.2210,32.9403528,-106.9219186,11,-78.2,0.0000,0,0
43.400,DROGUE,1420.865,-23.875,0.045,0.001,8.768,-57.80,-90.10,116.16,85619.5,12.20,8.2244,32.9403525,-106.9219193,11,-76.3,0.0000,0,0
43.420,DROGUE,1420.203,-23.841,-0.115,-0.244,9.070,-56.32,-89.79,101.26,85622.7,12.35,8.2245,32.9403520,-106.9219187,11,-77.6,0.0000,0,0
43.440,DROGUE,1419.764,-23.798,-0.120,-0.209,9.078,-50.72,-91.41,87.67,85632.5,12.27,8.2231,32.9403525,-106.9219183,11,-78.4,0.0000,0,0
43.460,DROGUE,1419.316,-24.018,0.118,0.130,8.445,-49.33,-89.84,76.21,85630.3,12.26,8.2169,32.9403514,-106.9219196,11,-78.9,0.0000,0,0
43.480,DROGUE,1418.867,-23.768,-0.064,0.211,8.862,-46.88,-87.28,65.40,85643.0,12.16,8.2194,32.9403510,-106.9219200,11,-77.2,0.0000,0,0
43.500,DROGUE,1418.493,-24.031,0.040,0.163,8.827,-42.84,-85.27,49.81,85645.7,12.39,8.2147,32.9403517,-106.9219194,11,-77.3,0.0000,0,0
43.520,DROGUE,1417.909,-24.113,-0.205,-0.029,8.704,-38.51,-88.02,39.68,85650.8,12.41,8.2241,32.9403513,-106.9219183,11,-78.2,0.0000,0,0
43.540,DROGUE,1417.387,-24.003,0.207,0.035,8.946,-34.91,-87.02,24.20,85646.9,12.40,8.2176,32.9403508,-106.9219183,11,-77.0,0.0000,0,0
43.560,DROGUE,1416.901,-23.921,-0.148,0.217,8.507,-29.86,-85.90,11.04,85652.0,12.43,8.2178,32.9403513,-106.9219190,11,-76.5,0.0000,0,0
43.580,DROGUE,1416.522,-23.753,-0.001,0.170,9.052,-26.65,-81.71,-4.44,85662.1,12.29,8.2228,32.9403522,-106.9219189,11,-78.8,0.0000,0,0
43.600,DROGUE,1415.998,-23.773,-0.122,-0.172,8.461,-21.71,-80.59,-14.49,85663.4,12.38,8.2132,32.9403525,-106.9219184,11,-78.6,0.0000,0,0
43.620,DROGUE,1415.394,-23.860,-0.190,-0.024,8.972,-15.88,-79.40,-28.46,85659.5,12.25,8.2194,32.9403519,-106.9219187,11,-77.0,0.0000,0,0
43.640,DROGUE,1415.142,-23.868,0.195,-0.203,8.814,-14.48,-76.63,-45.07,85678.9,12.39,8.2141,32.9403524,-106.9219187,11,-75.9,0.0000,0,0
43.660,DROGUE,1414.581,-23.931,0.233,0.060,9.023,-11.41,-77.60,-53.55,85674.8,12.27,8.2185,32.9403513,-106.9219196,11,-76.2,0.0000,0,0
43.680,DROGUE,1414.160,-24.169,-0.084,0.193,8.593,-6.50,-73.35,-68.15,85690.0,12.28,8.2192,32.9403515,-106.9219192,11,-79.0,0.0000,0,0
43.700,DROGUE,1413.570,-23.809,-0.071,-0.160,8.667,-0.06,-69.22,-81.59,85681.4,12.18,8.2206,32.9403507,-106.9219184,11,-77.5,0.0000,0,0
43.720,DROGUE,1413.083,-24.208,0.204,0.228,8.635,0.24,-68.15,-92.17,85691.4,12.43,8.2173,32.9403517,-106.9219187,11,-77.1,0.0000,0,0
43.740,DROGUE,1412.752,-23.882,-0.005,-0.058,8.755,5.30,-65.69,-109.23,85701.9,12.29,8.2130,32.9403514,-106.9219196,11,-77.3,0.0000,0,0
43.760,DROGUE,1412.041,-24.046,0.015,0.049,8.439,10.71,-62.72,-115.33,85710.7,12.21,8.2207,32.9403521,-106.9219188,11,-76.7,0.0000,0,0
43.780,DROGUE,1411.597,-24.020,-0.129,0.204,9.098,16.86,-61.83,-127.69,85703.1,12.39,8.2171,32.9403516,-106.9219193,11,-77.8,0.0000,0,0
43.800,DROGUE,1411.163,-23.951,-0.053,0.015,8.653,16.96,-55.56,-139.39,85707.2,12.40,8.2189,32.9403518,-106.9219181,11,-76.1,0.0000,0,0
43.820,DROGUE,1410.806,-24.210,0.112,-0.234,8.587,22.66,-52.39,-149.77,85728.0,12.41,8.2168,32.9403513,-106.9219194,11,-78.3,0.0000,0,0
43.840,DROGUE,1410.294,-23.940,0.025,-0.197,9.058,26.54,-53.05,-162.69,85731.6,12.36,8.2143,32.9403513,-106.9219184,11,-77.4,0.0000,0,0
43.860,DROGUE,1409.736,-24.021,0.063,0.130,8.951,32.52,-47.60,-169.74,85732.7,12.42,8.2152,32.9403502,-106.9219187,11,-77.6,0.0000,0,0
43.880,DROGUE,1409.208,-23.757,-0.171,0.188,9.077,34.93,-43.67,-178.20,85735.7,12.48,8.2177,32.9403506,-106.9219193,11,-77.9,0.0000,0,0
43.900,DROGUE,1408.886,-24.227,0.177,-0.043,8.674,38.97,-40.46,-183.43,85728.3,12.33,8.2138,32.9403505,-106.9219192,11,-78.6,0.0000,0,0
43.920,DROGUE,1408.262,-23.986,0.138,-0.133,9.159,40.45,-37.43,-191.76,85748.7,12.29,8.2197,32.9403508,-106.9219181,11,-77.7,0.0000,0,0
43.940,DROGUE,1407.938,-24.220,0.205,0.174,8.892,47.71,-37.75,-197.77,85756.5,12.45,8.2163,32.9403501,-106.9219183,11,-76.5,0.0000,0,0
43.960,DROGUE,1407.362,-24.037,0.140,0.005,8.579,47.27,-34.24,-203.34,85763.6,12.45,8.2122,32.9403510,-106.9219185,11,-77.0,0.0000,0,0
43.980,DROGUE,1406.976,-23.954,0.082,-0.209,8.738,52.03,-26.87,-208.19,85750.2,12.41,8.2174,32.9403501,-106.9219185,11,-78.2,0.0000,0,0
44.000,DROGUE,1406.493,-24.201,-0.090,0.248,9.177,54.35,-24.95,-211.60,85770.8,12.33,8.2174,32.9403503,-106.9219189,11,-77.1,0.0000,0,0
44.020,DROGUE,1405.928,-24.206,-0.143,-0.010,8.580,59.00,-19.07,-214.35,85757.8,12.49,8.2129,32.9403507,-106.9219174,11,-75.8,0.0000,0,0
44.040,DROGUE,1405.455,-23.897,0.184,0.026,9.168,62.77,-16.42,-218.98,85776.3,12.28,8.2184,32.9403502,-106.9219186,11,-76.7,0.0000,0,0
44.060,DROGUE,1404.880,-23.765,-0.061,-0.115,8.866,62.92,-14.71,-220.67,85776.0,12.48,8.2219,32.9403509,-106.9219179,11,-78.4,0.0000,0,0
44.080,DROGUE,1404.495,-24.226,0.070,-0.095,8.993,67.40,-7.67,-217.53,85775.0,12.48,8.2176,32.9403505,-106.9219184,11,-76.9,0.0000,0,0
44.100,DROGUE,1404.097,-24.160,0.200,0.064,9.112,72.63,-3.63,-217.04,85793.7,12.28,8.2187,32.9403500,-106.9219175,11,-77.7,0.0000,0,0
44.120,DROGUE,1403.495,-24.137,0.118,0.103,8.650,70.69,-2.24,-215.87,85787.2,12.27,8.2135,32.9403494,-106.9219188,11,-77.7,0.0000,0,0
44.140,DROGUE,1403.018,-23.955,0.034,0.192,8.906,73.18,1.30,-214.91,85803.8,12.26,8.2209,32.9403506,-106.9219183,11,-77.1,0.0000,0,0
44.160,DROGUE,1402.515,-24.171,-0.046,0.076,8.797,77.75,5.36,-210.96,85797.7,12.50,8.2222,32.9403495,-106.9219176,11,-77.5,0.0000,0,0
44.180,DROGUE,1402.004,-23.863,-0.103,-0.011,8.778,81.82,7.24,-209.64,85797.1,12.33,8.2165,32.9403504,-106.9219178,11,-77.4,0.0000,0,0
44.200,DROGUE,1401.474,-23.771,0.075,0.239,8.977,80.94,14.32,-204.88,85816.5,12.51,8.2201,32.9403496,-106.9219173,11,-75.8,0.0000,0,0
44.220,DROGUE,1401.195,-23.805,0.005,-0.008,8.564,85.00,18.64,-197.95,85824.6,12.31,8.2167,32.9403502,-106.9219178,11,-78.6,0.0000,0,0
44.240,DROGUE,1400.641,-24.208,0.073,0.172,8.880,86.53,18.00,-196.54,85820.4,12.49,8.2177,32.9403499,-106.9219189,11,-77.0,0.0000,0,0
44.260,DROGUE,1400.156,-24.187,0.050,0.141,8.586,86.42,24.31,-190.24,85826.8,12.45,8.2227,32.9403497,-106.9219175,11,-76.4,0.0000,0,0
44.280,DROGUE,1399.629,-23.879,-0.236,-0.085,8.500,85.52,27.35,-180.94,85820.9,12.51,8.2178,32.9403500,-106.9219175,11,-76.0,0.0000,0,0
44.300,DROGUE,1399.131,-24.186,0.119,0.130,8.769,86.77,29.25,-169.73,85827.3,12.35,8.2159,32.9403490,-106.9219177,11,-78.7,0.0000,0,0
44.320,DROGUE,1398.678,-24.138,-0.088,-0.056,8.700,90.28,33.27,-161.73,85843.2,12.49,8.2173,32.9403500,-106.9219188,11,-77.2,0.0000,0,0
44.340,DROGUE,1398.221,-23.807,0.158,-0.019,8.702,88.25,39.86,-152.31,85847.4,12.29,8.2134,32.9403507,-106.9219180,11,-77.1,0.0000,0,0
44.360,DROGUE,1397.739,-24.041,0.206,0.098,9.193,90.76,39.24,-141.70,85852.4,12.31,8.2211,32.9403496,-106.9219181,11,-76.3,0.0000,0,0
44.380,DROGUE,1397.269,-24.218,0.065,-0.082,8.784,88.89,44.70,-135.99,85861.3,12.39,8.2192,32.9403491,-106.9219174,11,-77.1,0.0000,0,0
44.400,DROGUE,1396.788,-24.041,0.129,-0.200,8.531,87.81,47.48,-122.91,85850.8,12.40,8.2176,32.9403505,-106.9219171,11,-77.1,0.0000,0,0
44.420,DROGUE,1396.428,-23.787,0.041,0.037,8.983,88.60,51.28,-112.02,85867.3,12.29,8.2145,32.9403495,-106.9219173,11,-77.7,0.0000,0,0
44.440,DROGUE,1395.926,-24.077,0.015,-0.064,8.632,89.15,54.14,-100.56,85867.1,12.48,8.2112,32.9403499,-106.9219169,11,-78.7,0.0000,0,0
44.460,DROGUE,1395.414,-23.856,0.150,0.215,8.721,87.72,57.46,-87.08,85864.9,12.44,8.2115,32.9403502,-106.9219175,11,-76.9,0.0000,0,0
44.480,DROGUE,1394.805,-24.059,-0.013,-0.233,8.996,85.82,59.61,-70.83,85889.2,12.55,8.2139,32.9403491,-106.9219171,11,-76.8,0.0000,0,0
44.500,DROGUE,1394.394,-23.941,-0.004,-0.058,8.511,88.42,61.58,-61.27,85876.4,12.46,8.2206,32.9403499,-106.9219167,11,-77.0,0.0000,0,0
44.520,DROGUE,1393.894,-24.235,0.193,-0.237,9.167,87.86,65.20,-47.99,85898.3,12.59,8.2132,32.9403486,-106.9219180,11,-77.9,0.0000,0,0
44.540,DROGUE,1393.405,-23.923,0.022,-0.085,9.191,84.28,66.01,-35.32,85903.9,12.30,8.2117,32.9403501,-106.9219178,11,-77.5,0.0000,0,0
44.560,DROGUE,1392.835,-23.822,-0.226,-0.246,8.843,82.87,72.44,-21.23,85901.0,12.55,8.2213,32.9403486,-106.9219186,11,-78.1,0.0000,0,0
44.580,DROGUE,1392.361,-23.763,-0.146,-0.179,8.915,82.76,73.44,-5.51,85904.0,12.38,8.2109,32.9403491,-106.9219172,11,-77.7,0.0000,0,0
44.600,DROGUE,1391.904,-24.248,-0.132,0.078,8.784,78.53,76.57,3.89,85903.8,12.49,8.2122,32.9403498,-106.9219175,11,-78.3,0.0000,0,0
44.620,DROGUE,1391.509,-23.983,0.238,0.078,9.028,76.53,77.98,18.43,85923.6,12.38,8.2164,32.9403484,-106.9219178,11,-77.7,0.0000,0,0
44.640,DROGUE,1391.010,-24.003,0.227,0.173,8.958,76.48,76.65,36.31,85919.6,12.31,8.2199,32.9403484,-106.9219182,11,-75.8,0.0000,0,0
44.660,DROGUE,1390.432,-24.223,0.114,0.152,8.562,73.99,82.06,48.97,85915.5,12.54,8.2117,32.9403489,-106.9219171,11,-78.8,0.0000,0,0
44.680,DROGUE,1390.166,-23.896,-0.181,0.037,9.043,69.97,82.40,58.91,85930.6,12.49,8.2192,32.9403497,-106.9219173,11,-78.3,0.0000,0,0
44.700,DROGUE,1389.533,-24.027,0.152,-0.192,8.693,69.80,84.25,72.13,85936.0,12.34,8.2154,32.9403499,-106.9219181,11,-78.3,0.0000,0,0
44.720,DROGUE,1389.134,-24.187,-0.246,0.197,8.427,63.40,83.59,84.15,85934.5,12.38,8.2106,32.9403480,-106.9219169,11,-77.7,0.0000,0,0
44.740,DROGUE,1388.664,-23.993,-0.087,0.177,9.110,64.58,88.06,97.76,85941.1,12.46,8.2174,32.9403491,-106.9219164,11,-77.4,0.0000,0,0
44.760,DROGUE,1388.116,-24.170,0.212,-0.149,8.801,60.18,85.60,111.37,85950.1,12.54,8.2193,32.9403480,-106.9219165,11,-76.2,0.0000,0,0
44.780,DROGUE,1387.583,-24.134,0.130,0.203,8.708,58.23,88.08,122.83,85942.2,12.40,8.2218,32.9403482,-106.9219178,11,-75.7,0.0000,0,0
44.800,DROGUE,1387.156,-23.770,-0.128,0.172,9.180,53.25,90.14,132.79,85967.5,12.60,8.2167,32.9403495,-106.9219182,11,-77.0,0.0000,0,0
44.820,DROGUE,1386.755,-23.761,-0.019,-0.159,8.972,47.94,88.23,140.83,85959.1,12.41,8.2189,32.9403485,-106.9219167,11,-78.3,0.0000,0,0
44.840,DROGUE,1386.122,-23.912,0.059,-0.053,8.550,46.85,89.72,152.64,85977.7,12.51,8.2183,32.9403479,-106.9219165,11,-77.7,0.0000,0,0
44.860,DROGUE,1385.805,-24.186,0.075,0.167,8.415,45.05,91.42,162.06,85970.0,12.48,8.2123,32.9403481,-106.9219162,11,-76.7,0.0000,0,0
44.880,DROGUE,1385.229,-24.170,0.240,0.032,9.194,36.81,91.39,169.85,85968.4,12.36,8.2126,32.9403493,-106.9219172,11,-77.7,0.0000,0,0
44.900,DROGUE,1384.686,-23.911,-0.151,-0.145,8.580,36.68,91.06,180.55,85986.1,12.45,8.2161,32.9403483,-106.9219162,11,-78.0,0.0000,0,0
44.920,DROGUE,1384.322,-24.067,0.070,0.018,9.014,30.62,90.07,187.62,85996.1,12.42,8.2204,32.9403491,-106.9219173,11,-78.9,0.0000,0,0
44.940,DROGUE,1383.882,-24.213,0.119,-0.205,8.449,28.06,91.56,194.39,85983.9,12.59,8.2112,32.9403484,-106.9219180,11,-77.4,0.0000,0,0
44.960,DROGUE,1383.383,-23.752,-0.192,0.024,8.908,23.05,91.03,198.61,85986.5,12.45,8.2105,32.9403489,-106.9219161,11,-77.3,0.0000,0,0
44.980,DROGUE,1382.993,-23.759,-0.081,-0.120,8.869,20.54,87.71,206.63,86001.6,12.36,8.2205,32.9403488,-106.9219176,11,-76.5,0.0000,0,0
45.000,DROGUE,1382.354,-23.939,-0.085,0.213,8.705,16.90,87.08,209.82,85996.6,12.53,8.2188,32.9403477,-106.9219175,11,-78.3,0.0000,0,0
45.020,DROGUE,1381.820,-24.145,0.096,-0.210,8.582,13.40,86.02,215.06,86022.4,12.65,8.2151,32.9403487,-106.9219175,11,-76.4,0.0000,0,0
45.040,DROGUE,1381.341,-23.855,0.160,-0.136,8.812,6.30,86.65,214.83,86013.2,12.56,8.2103,32.9403483,-106.9219166,11,-75.5,0.0000,0,0
45.060,DROGUE,1380.939,-24.215,-0.086,0.103,8.487,3.56,83.95,221.22,86019.2,12.53,8.2108,32.9403478,-106.9219168,11,-78.2,0.0000,0,0
45.080,DROGUE,1380.543,-23.826,-0.054,-0.249,8.779,1.01,83.54,217.56,86037.0,12.56,8.2135,32.9403483,-106.9219167,11,-76.0,0.0000,0,0
45.100,DROGUE,1379.981,-24.086,0.125,-0.054,8.510,-5.38,81.11,218.28,86035.6,12.57,8.2138,32.9403482,-106.9219162,11,-76.0,0.0000,0,0
45.120,DROGUE,1379.509,-24.089,0.148,-0.244,9.047,-8.65,76.84,221.41,86041.9,12.42,8.2137,32.9403483,-106.9219173,11,-77.8,0.0000,0,0
45.140,DROGUE,1379.068,-24.059,-0.249,0.232,8.759,-11.69,75.14,218.85,86032.2,12.48,8.2145,32.9403488,-106.9219176,11,-77.6,0.0000,0,0
45.160,DROGUE,1378.448,-24.116,0.073,0.073,9.162,-16.93,75.35,218.60,86041.9,12.40,8.2097,32.9403470,-106.9219176,11,-78.1,0.0000,0,0
45.180,DROGUE,1378.156,-23.943,-0.222,0.073,8.623,-21.59,74.06,214.06,86056.2,12.42,8.2126,32.9403481,-106.9219174,11,-76.8,0.0000,0,0
45.200,DROGUE,1377.609,-23.968,-0.109,-0.158,8.646,-23.49,71.62,209.77,86058.5,12.46,8.2154,32.9403486,-106.9219163,11,-76.3,0.0000,0,0
45.220,DROGUE,1377.232,-23.770,-0.162,0.242,8.656,-30.55,67.01,203.95,86061.1,12.61,8.2093,32.9403485,-106.9219174,11,-78.6,0.0000,0,0
45.240,DROGUE,1376.658,-24.119,0.193,-0.117,8.485,-30.97,67.89,201.30,86062.5,12.55,8.2094,32.9403487,-106.9219169,11,-76.6,0.0000,0,0
45.260,DROGUE,1376.045,-23.856,-0.205,-0.205,9.070,-34.91,62.59,189.74,86067.9,12.49,8.2090,32.9403471,-106.9219170,11,-75.6,0.0000,0,0
45.280,DROGUE,1375.705,-24.130,0.061,-0.143,9.152,-42.41,58.40,188.42,86077.5,12.60,8.2101,32.9403472,-106.9219160,11,-76.2,0.0000,0,0
45.300,DROGUE,1375.119,-23.760,-0.086,-0.005,8.564,-46.85,54.94,179.89,86080.5,12.47,8.2099,32.9403483,-106.9219175,11,-75.5,0.0000,0,0
45.320,DROGUE,1374.623,-24.214,-0.068,0.101,8.829,-45.98,54.15,166.96,86085.9,12.64,8.2192,32.9403466,-106.9219156,11,-78.1,0.0000,0,0
45.340,DROGUE,1374.338,-24.126,-0.190,-0.080,9.099,-50.01,50.44,159.15,86083.5,12.49,8.2135,32.9403468,-106.9219171,11,-76.9,0.0000,0,0
45.360,DROGUE,1373.713,-24.220,-0.139,-0.041,9.050,-53.58,48.04,148.92,86099.7,12.67,8.2088,32.9403483,-106.9219160,11,-78.5,0.0000,0,0
45.380,DROGUE,1373.393,-24.020,-0.012,0.011,9.174,-55.94,44.21,138.10,86090.4,12.61,8.2186,32.9403464,-106.9219167,11,-76.9,0.0000,0,0
45.400,DROGUE,1372.888,-23.842,0.095,-0.196,8.526,-61.64,39.37,130.60,86107.5,12.60,8.2198,32.9403466,-106.9219169,11,-78.1,0.0000,0,0
45.420,DROGUE,1372.258,-24.036,-0.160,0.031,9.044,-61.68,38.53,120.85,86113.2,12.54,8.2136,32.9403474,-106.9219172,11,-75.8,0.0000,0,0
45.440,DROGUE,1371.782,-23.834,0.067,-0.160,8.590,-68.15,32.92,105.58,86124.9,12.54,8.2166,32.9403479,-106.9219164,11,-78.5,0.0000,0,0
45.460,DROGUE,1371.447,-24.123,0.242,-0.012,9.006,-72.06,28.76,92.76,86123.1,12.52,8.2111,32.9403469,-106.9219172,11,-76.9,0.0000,0,0
45.480,DROGUE,1370.925,-24.138,0.065,-0.056,8.582,-73.96,27.90,80.62,86117.6,12.49,8.2126,32.9403472,-106.9219172,11,-77.8,0.0000,0,0
45.500,DROGUE,1370.393,-23.837,-0.050,-0.011,9.144,-74.35,24.21,67.10,86138.9,12.59,8.2119,32.9403472,-106.9219173,11,-77.7,0.0000,0,0
45.520,DROGUE,1369.876,-23.940,-0.228,0.009,8.854,-75.08,17.72,54.38,86126.8,12.65,8.2091,32.9403470,-106.9219155,11,-78.7,0.0000,0,0
45.540,DROGUE,1369.372,-23.879,0.161,0.100,8.534,-78.79,16.93,43.10,86129.8,12.69,8.2097,32.9403470,-106.9219172,11,-76.2,0.0000,0,0
45.560,DROGUE,1368.958,-24.079,-0.220,0.158,9.057,-81.55,13.10,29.32,86148.3,12.46,8.2148,32.9403462,-106.9219153,11,-78.0,0.0000,0,0
45.580,DROGUE,1368.593,-23.854,-0.073,0.019,8.858,-84.11,10.59,13.51,86150.1,12.75,8.2143,32.9403467,-106.9219167,11,-75.8,0.0000,0,0
45.600,DROGUE,1368.112,-23.973,-0.248,-0.035,8.430,-85.89,3.66,3.00,86155.2,12.75,8.2104,32.9403476,-106.9219163,11,-75.5,0.0000,0,0
45.620,DROGUE,1367.501,-23.819,0.182,0.233,9.092,-85.22,0.89,-10.34,86164.6,12.70,8.2098,32.9403463,-106.9219154,11,-78.7,0.0000,0,0
